date,nav,fund_name
21-08-2025,172.0142,Mirae Asset Large Cap Fund 2
22-08-2025,172.9073,Mirae Asset Large Cap Fund 2
25-08-2025,174.4819,Mirae Asset Large Cap Fund 2
26-08-2025,178.2276,Mirae Asset Large Cap Fund 2
27-08-2025,181.5013,Mirae Asset Large Cap Fund 2
28-08-2025,180.1178,Mirae Asset Large Cap Fund 2
29-08-2025,179.9323,Mirae Asset Large Cap Fund 2
01-09-2025,181.8333,Mirae Asset Large Cap Fund 2
02-09-2025,184.8372,Mirae Asset Large Cap Fund 2
03-09-2025,187.533,Mirae Asset Large Cap Fund 2
04-09-2025,187.4471,Mirae Asset Large Cap Fund 2
05-09-2025,184.0148,Mirae Asset Large Cap Fund 2
08-09-2025,181.3496,Mirae Asset Large Cap Fund 2
09-09-2025,182.1819,Mirae Asset Large Cap Fund 2
10-09-2025,183.2082,Mirae Asset Large Cap Fund 2
11-09-2025,180.2805,Mirae Asset Large Cap Fund 2
12-09-2025,180.4911,Mirae Asset Large Cap Fund 2
15-09-2025,182.2903,Mirae Asset Large Cap Fund 2
16-09-2025,179.2336,Mirae Asset Large Cap Fund 2
17-09-2025,182.294,Mirae Asset Large Cap Fund 2
18-09-2025,181.3528,Mirae Asset Large Cap Fund 2
19-09-2025,184.8646,Mirae Asset Large Cap Fund 2
22-09-2025,183.4778,Mirae Asset Large Cap Fund 2
23-09-2025,180.7441,Mirae Asset Large Cap Fund 2
24-09-2025,179.5924,Mirae Asset Large Cap Fund 2
25-09-2025,179.4258,Mirae Asset Large Cap Fund 2
26-09-2025,178.47,Mirae Asset Large Cap Fund 2
29-09-2025,177.981,Mirae Asset Large Cap Fund 2
30-09-2025,178.9616,Mirae Asset Large Cap Fund 2
01-10-2025,178.5915,Mirae Asset Large Cap Fund 2
02-10-2025,178.5037,Mirae Asset Large Cap Fund 2
03-10-2025,174.0164,Mirae Asset Large Cap Fund 2
06-10-2025,175.1259,Mirae Asset Large Cap Fund 2
07-10-2025,174.9791,Mirae Asset Large Cap Fund 2
08-10-2025,179.2931,Mirae Asset Large Cap Fund 2
09-10-2025,176.8559,Mirae Asset Large Cap Fund 2
10-10-2025,172.1472,Mirae Asset Large Cap Fund 2
13-10-2025,173.8293,Mirae Asset Large Cap Fund 2
14-10-2025,174.8197,Mirae Asset Large Cap Fund 2
15-10-2025,172.2627,Mirae Asset Large Cap Fund 2
16-10-2025,168.3961,Mirae Asset Large Cap Fund 2
17-10-2025,172.3636,Mirae Asset Large Cap Fund 2
20-10-2025,176.1059,Mirae Asset Large Cap Fund 2
21-10-2025,169.6232,Mirae Asset Large Cap Fund 2
22-10-2025,168.5421,Mirae Asset Large Cap Fund 2
23-10-2025,172.8337,Mirae Asset Large Cap Fund 2
24-10-2025,171.6859,Mirae Asset Large Cap Fund 2
27-10-2025,170.5083,Mirae Asset Large Cap Fund 2
28-10-2025,169.8703,Mirae Asset Large Cap Fund 2
29-10-2025,167.0991,Mirae Asset Large Cap Fund 2
30-10-2025,162.9097,Mirae Asset Large Cap Fund 2
31-10-2025,165.5632,Mirae Asset Large Cap Fund 2
03-11-2025,161.0691,Mirae Asset Large Cap Fund 2
04-11-2025,161.7471,Mirae Asset Large Cap Fund 2
05-11-2025,163.979,Mirae Asset Large Cap Fund 2
06-11-2025,160.4914,Mirae Asset Large Cap Fund 2
07-11-2025,158.3466,Mirae Asset Large Cap Fund 2
10-11-2025,161.3073,Mirae Asset Large Cap Fund 2
11-11-2025,162.6774,Mirae Asset Large Cap Fund 2
12-11-2025,161.2524,Mirae Asset Large Cap Fund 2
13-11-2025,164.241,Mirae Asset Large Cap Fund 2
14-11-2025,167.2956,Mirae Asset Large Cap Fund 2
17-11-2025,168.0544,Mirae Asset Large Cap Fund 2
18-11-2025,165.8693,Mirae Asset Large Cap Fund 2
19-11-2025,164.9236,Mirae Asset Large Cap Fund 2
20-11-2025,165.7145,Mirae Asset Large Cap Fund 2
21-11-2025,165.3286,Mirae Asset Large Cap Fund 2
24-11-2025,167.7398,Mirae Asset Large Cap Fund 2
25-11-2025,163.9746,Mirae Asset Large Cap Fund 2
26-11-2025,160.3813,Mirae Asset Large Cap Fund 2
27-11-2025,160.8966,Mirae Asset Large Cap Fund 2
28-11-2025,159.7907,Mirae Asset Large Cap Fund 2
01-12-2025,158.3677,Mirae Asset Large Cap Fund 2
02-12-2025,154.2468,Mirae Asset Large Cap Fund 2
03-12-2025,154.3691,Mirae Asset Large Cap Fund 2
04-12-2025,154.3242,Mirae Asset Large Cap Fund 2
05-12-2025,155.9141,Mirae Asset Large Cap Fund 2
08-12-2025,156.1532,Mirae Asset Large Cap Fund 2
09-12-2025,155.9206,Mirae Asset Large Cap Fund 2
10-12-2025,158.7514,Mirae Asset Large Cap Fund 2
11-12-2025,155.7054,Mirae Asset Large Cap Fund 2
12-12-2025,157.036,Mirae Asset Large Cap Fund 2
15-12-2025,153.1781,Mirae Asset Large Cap Fund 2
16-12-2025,151.3284,Mirae Asset Large Cap Fund 2
17-12-2025,148.6514,Mirae Asset Large Cap Fund 2
18-12-2025,150.4693,Mirae Asset Large Cap Fund 2
19-12-2025,150.3969,Mirae Asset Large Cap Fund 2
22-12-2025,150.4417,Mirae Asset Large Cap Fund 2
23-12-2025,148.0194,Mirae Asset Large Cap Fund 2
24-12-2025,147.428,Mirae Asset Large Cap Fund 2
25-12-2025,145.8134,Mirae Asset Large Cap Fund 2
26-12-2025,146.725,Mirae Asset Large Cap Fund 2
29-12-2025,144.6171,Mirae Asset Large Cap Fund 2
30-12-2025,147.574,Mirae Asset Large Cap Fund 2
31-12-2025,143.9387,Mirae Asset Large Cap Fund 2
01-01-2026,142.2694,Mirae Asset Large Cap Fund 2
02-01-2026,145.9197,Mirae Asset Large Cap Fund 2
05-01-2026,145.0402,Mirae Asset Large Cap Fund 2
06-01-2026,142.2521,Mirae Asset Large Cap Fund 2
07-01-2026,142.7907,Mirae Asset Large Cap Fund 2
08-01-2026,141.8439,Mirae Asset Large Cap Fund 2
09-01-2026,140.1363,Mirae Asset Large Cap Fund 2
12-01-2026,137.9028,Mirae Asset Large Cap Fund 2
13-01-2026,143.6983,Mirae Asset Large Cap Fund 2
14-01-2026,143.2279,Mirae Asset Large Cap Fund 2
15-01-2026,139.1626,Mirae Asset Large Cap Fund 2
16-01-2026,142.3502,Mirae Asset Large Cap Fund 2
19-01-2026,143.7262,Mirae Asset Large Cap Fund 2
20-01-2026,142.1456,Mirae Asset Large Cap Fund 2
21-01-2026,140.2271,Mirae Asset Large Cap Fund 2
22-01-2026,141.7138,Mirae Asset Large Cap Fund 2
23-01-2026,141.2598,Mirae Asset Large Cap Fund 2
26-01-2026,137.2495,Mirae Asset Large Cap Fund 2
27-01-2026,140.9976,Mirae Asset Large Cap Fund 2
28-01-2026,140.1502,Mirae Asset Large Cap Fund 2
29-01-2026,143.3643,Mirae Asset Large Cap Fund 2
30-01-2026,146.1853,Mirae Asset Large Cap Fund 2
02-02-2026,144.0634,Mirae Asset Large Cap Fund 2
03-02-2026,146.3681,Mirae Asset Large Cap Fund 2
04-02-2026,145.011,Mirae Asset Large Cap Fund 2
05-02-2026,141.0231,Mirae Asset Large Cap Fund 2
06-02-2026,140.1955,Mirae Asset Large Cap Fund 2
09-02-2026,141.1018,Mirae Asset Large Cap Fund 2
10-02-2026,140.1929,Mirae Asset Large Cap Fund 2
11-02-2026,139.6173,Mirae Asset Large Cap Fund 2
12-02-2026,142.0821,Mirae Asset Large Cap Fund 2
13-02-2026,142.3801,Mirae Asset Large Cap Fund 2
16-02-2026,140.6502,Mirae Asset Large Cap Fund 2
17-02-2026,142.2016,Mirae Asset Large Cap Fund 2
18-02-2026,142.6944,Mirae Asset Large Cap Fund 2
19-02-2026,137.3685,Mirae Asset Large Cap Fund 2
20-02-2026,138.3198,Mirae Asset Large Cap Fund 2
23-02-2026,139.2019,Mirae Asset Large Cap Fund 2
24-02-2026,139.3135,Mirae Asset Large Cap Fund 2
25-02-2026,141.2466,Mirae Asset Large Cap Fund 2
26-02-2026,139.8926,Mirae Asset Large Cap Fund 2
27-02-2026,140.6686,Mirae Asset Large Cap Fund 2
02-03-2026,137.4326,Mirae Asset Large Cap Fund 2
03-03-2026,138.3406,Mirae Asset Large Cap Fund 2
04-03-2026,142.4626,Mirae Asset Large Cap Fund 2
05-03-2026,140.4078,Mirae Asset Large Cap Fund 2
06-03-2026,138.8778,Mirae Asset Large Cap Fund 2
09-03-2026,137.4682,Mirae Asset Large Cap Fund 2
10-03-2026,137.805,Mirae Asset Large Cap Fund 2
11-03-2026,135.6765,Mirae Asset Large Cap Fund 2
12-03-2026,136.6016,Mirae Asset Large Cap Fund 2
13-03-2026,138.4051,Mirae Asset Large Cap Fund 2
16-03-2026,139.5837,Mirae Asset Large Cap Fund 2
17-03-2026,135.9508,Mirae Asset Large Cap Fund 2
18-03-2026,138.0482,Mirae Asset Large Cap Fund 2
19-03-2026,140.0583,Mirae Asset Large Cap Fund 2
20-03-2026,141.8724,Mirae Asset Large Cap Fund 2
23-03-2026,142.7367,Mirae Asset Large Cap Fund 2
24-03-2026,143.2795,Mirae Asset Large Cap Fund 2
25-03-2026,145.57,Mirae Asset Large Cap Fund 2
26-03-2026,149.8429,Mirae Asset Large Cap Fund 2
27-03-2026,147.7757,Mirae Asset Large Cap Fund 2
30-03-2026,150.2394,Mirae Asset Large Cap Fund 2
31-03-2026,150.1202,Mirae Asset Large Cap Fund 2
01-04-2026,149.9033,Mirae Asset Large Cap Fund 2
02-04-2026,146.5233,Mirae Asset Large Cap Fund 2
03-04-2026,145.9706,Mirae Asset Large Cap Fund 2
06-04-2026,143.86,Mirae Asset Large Cap Fund 2
07-04-2026,142.931,Mirae Asset Large Cap Fund 2
08-04-2026,140.648,Mirae Asset Large Cap Fund 2
09-04-2026,139.7712,Mirae Asset Large Cap Fund 2
10-04-2026,138.9897,Mirae Asset Large Cap Fund 2
13-04-2026,139.2609,Mirae Asset Large Cap Fund 2
14-04-2026,135.9575,Mirae Asset Large Cap Fund 2
15-04-2026,133.0775,Mirae Asset Large Cap Fund 2
16-04-2026,133.8665,Mirae Asset Large Cap Fund 2
17-04-2026,132.3322,Mirae Asset Large Cap Fund 2
20-04-2026,134.5312,Mirae Asset Large Cap Fund 2
21-04-2026,135.0531,Mirae Asset Large Cap Fund 2
22-04-2026,136.3498,Mirae Asset Large Cap Fund 2
23-04-2026,139.3032,Mirae Asset Large Cap Fund 2
24-04-2026,138.7257,Mirae Asset Large Cap Fund 2
27-04-2026,137.5996,Mirae Asset Large Cap Fund 2
28-04-2026,139.4676,Mirae Asset Large Cap Fund 2
29-04-2026,140.6032,Mirae Asset Large Cap Fund 2
30-04-2026,140.2785,Mirae Asset Large Cap Fund 2
01-05-2026,143.2765,Mirae Asset Large Cap Fund 2
04-05-2026,142.892,Mirae Asset Large Cap Fund 2
05-05-2026,143.0337,Mirae Asset Large Cap Fund 2
06-05-2026,143.1507,Mirae Asset Large Cap Fund 2
07-05-2026,141.2155,Mirae Asset Large Cap Fund 2
08-05-2026,141.4504,Mirae Asset Large Cap Fund 2
11-05-2026,144.4847,Mirae Asset Large Cap Fund 2
12-05-2026,145.5213,Mirae Asset Large Cap Fund 2
13-05-2026,145.6619,Mirae Asset Large Cap Fund 2
14-05-2026,145.3813,Mirae Asset Large Cap Fund 2
15-05-2026,146.1755,Mirae Asset Large Cap Fund 2
18-05-2026,147.8925,Mirae Asset Large Cap Fund 2
19-05-2026,149.318,Mirae Asset Large Cap Fund 2
20-05-2026,148.6494,Mirae Asset Large Cap Fund 2
21-05-2026,149.4479,Mirae Asset Large Cap Fund 2
22-05-2026,150.5985,Mirae Asset Large Cap Fund 2
25-05-2026,148.3986,Mirae Asset Large Cap Fund 2
26-05-2026,148.8472,Mirae Asset Large Cap Fund 2
27-05-2026,144.0961,Mirae Asset Large Cap Fund 2
28-05-2026,145.2111,Mirae Asset Large Cap Fund 2
29-05-2026,146.7221,Mirae Asset Large Cap Fund 2
01-06-2026,148.4406,Mirae Asset Large Cap Fund 2
02-06-2026,147.6353,Mirae Asset Large Cap Fund 2
03-06-2026,148.3935,Mirae Asset Large Cap Fund 2
04-06-2026,151.6372,Mirae Asset Large Cap Fund 2
05-06-2026,154.9288,Mirae Asset Large Cap Fund 2
08-06-2026,154.9384,Mirae Asset Large Cap Fund 2
09-06-2026,155.3397,Mirae Asset Large Cap Fund 2
10-06-2026,158.0059,Mirae Asset Large Cap Fund 2
11-06-2026,154.5279,Mirae Asset Large Cap Fund 2
12-06-2026,153.8563,Mirae Asset Large Cap Fund 2
15-06-2026,157.0155,Mirae Asset Large Cap Fund 2
16-06-2026,159.3908,Mirae Asset Large Cap Fund 2
17-06-2026,160.3534,Mirae Asset Large Cap Fund 2
18-06-2026,156.8116,Mirae Asset Large Cap Fund 2
19-06-2026,156.7726,Mirae Asset Large Cap Fund 2
03-01-2022,25.1765,UTI Mutual Fund Flexi Cap Fund 3
04-01-2022,25.0209,UTI Mutual Fund Flexi Cap Fund 3
05-01-2022,25.233,UTI Mutual Fund Flexi Cap Fund 3
06-01-2022,24.5719,UTI Mutual Fund Flexi Cap Fund 3
07-01-2022,25.1896,UTI Mutual Fund Flexi Cap Fund 3
10-01-2022,24.8396,UTI Mutual Fund Flexi Cap Fund 3
11-01-2022,24.0632,UTI Mutual Fund Flexi Cap Fund 3
12-01-2022,24.0715,UTI Mutual Fund Flexi Cap Fund 3
13-01-2022,23.9473,UTI Mutual Fund Flexi Cap Fund 3
14-01-2022,23.8953,UTI Mutual Fund Flexi Cap Fund 3
17-01-2022,24.0193,UTI Mutual Fund Flexi Cap Fund 3
18-01-2022,24.2636,UTI Mutual Fund Flexi Cap Fund 3
19-01-2022,24.8896,UTI Mutual Fund Flexi Cap Fund 3
20-01-2022,24.6444,UTI Mutual Fund Flexi Cap Fund 3
21-01-2022,24.943,UTI Mutual Fund Flexi Cap Fund 3
24-01-2022,25.2207,UTI Mutual Fund Flexi Cap Fund 3
25-01-2022,24.2343,UTI Mutual Fund Flexi Cap Fund 3
26-01-2022,23.9435,UTI Mutual Fund Flexi Cap Fund 3
27-01-2022,23.4933,UTI Mutual Fund Flexi Cap Fund 3
28-01-2022,23.6628,UTI Mutual Fund Flexi Cap Fund 3
31-01-2022,23.7946,UTI Mutual Fund Flexi Cap Fund 3
01-02-2022,23.9342,UTI Mutual Fund Flexi Cap Fund 3
02-02-2022,23.8365,UTI Mutual Fund Flexi Cap Fund 3
03-02-2022,23.7752,UTI Mutual Fund Flexi Cap Fund 3
04-02-2022,23.7769,UTI Mutual Fund Flexi Cap Fund 3
07-02-2022,23.6457,UTI Mutual Fund Flexi Cap Fund 3
08-02-2022,23.9332,UTI Mutual Fund Flexi Cap Fund 3
09-02-2022,23.5612,UTI Mutual Fund Flexi Cap Fund 3
10-02-2022,23.2966,UTI Mutual Fund Flexi Cap Fund 3
11-02-2022,23.3507,UTI Mutual Fund Flexi Cap Fund 3
14-02-2022,23.2335,UTI Mutual Fund Flexi Cap Fund 3
15-02-2022,22.8587,UTI Mutual Fund Flexi Cap Fund 3
16-02-2022,23.0525,UTI Mutual Fund Flexi Cap Fund 3
17-02-2022,22.8661,UTI Mutual Fund Flexi Cap Fund 3
18-02-2022,22.5878,UTI Mutual Fund Flexi Cap Fund 3
21-02-2022,22.54,UTI Mutual Fund Flexi Cap Fund 3
22-02-2022,22.2493,UTI Mutual Fund Flexi Cap Fund 3
23-02-2022,22.249,UTI Mutual Fund Flexi Cap Fund 3
24-02-2022,22.1401,UTI Mutual Fund Flexi Cap Fund 3
25-02-2022,21.9809,UTI Mutual Fund Flexi Cap Fund 3
28-02-2022,21.825,UTI Mutual Fund Flexi Cap Fund 3
01-03-2022,22.1618,UTI Mutual Fund Flexi Cap Fund 3
02-03-2022,22.2957,UTI Mutual Fund Flexi Cap Fund 3
03-03-2022,21.7352,UTI Mutual Fund Flexi Cap Fund 3
04-03-2022,22.0339,UTI Mutual Fund Flexi Cap Fund 3
07-03-2022,22.2157,UTI Mutual Fund Flexi Cap Fund 3
08-03-2022,22.3793,UTI Mutual Fund Flexi Cap Fund 3
09-03-2022,22.6885,UTI Mutual Fund Flexi Cap Fund 3
10-03-2022,22.705,UTI Mutual Fund Flexi Cap Fund 3
11-03-2022,22.9275,UTI Mutual Fund Flexi Cap Fund 3
14-03-2022,22.7792,UTI Mutual Fund Flexi Cap Fund 3
15-03-2022,23.0802,UTI Mutual Fund Flexi Cap Fund 3
16-03-2022,23.1673,UTI Mutual Fund Flexi Cap Fund 3
17-03-2022,22.7004,UTI Mutual Fund Flexi Cap Fund 3
18-03-2022,23.0646,UTI Mutual Fund Flexi Cap Fund 3
21-03-2022,23.0315,UTI Mutual Fund Flexi Cap Fund 3
22-03-2022,22.9504,UTI Mutual Fund Flexi Cap Fund 3
23-03-2022,22.8095,UTI Mutual Fund Flexi Cap Fund 3
24-03-2022,22.6945,UTI Mutual Fund Flexi Cap Fund 3
25-03-2022,22.7841,UTI Mutual Fund Flexi Cap Fund 3
28-03-2022,22.4579,UTI Mutual Fund Flexi Cap Fund 3
29-03-2022,21.9407,UTI Mutual Fund Flexi Cap Fund 3
30-03-2022,21.6014,UTI Mutual Fund Flexi Cap Fund 3
31-03-2022,21.7359,UTI Mutual Fund Flexi Cap Fund 3
01-04-2022,21.6939,UTI Mutual Fund Flexi Cap Fund 3
04-04-2022,22.067,UTI Mutual Fund Flexi Cap Fund 3
05-04-2022,22.0566,UTI Mutual Fund Flexi Cap Fund 3
06-04-2022,22.3463,UTI Mutual Fund Flexi Cap Fund 3
07-04-2022,22.1253,UTI Mutual Fund Flexi Cap Fund 3
08-04-2022,21.9919,UTI Mutual Fund Flexi Cap Fund 3
11-04-2022,22.0061,UTI Mutual Fund Flexi Cap Fund 3
12-04-2022,21.9686,UTI Mutual Fund Flexi Cap Fund 3
13-04-2022,21.9003,UTI Mutual Fund Flexi Cap Fund 3
14-04-2022,21.6248,UTI Mutual Fund Flexi Cap Fund 3
15-04-2022,21.1213,UTI Mutual Fund Flexi Cap Fund 3
18-04-2022,21.3318,UTI Mutual Fund Flexi Cap Fund 3
19-04-2022,21.5086,UTI Mutual Fund Flexi Cap Fund 3
20-04-2022,21.3213,UTI Mutual Fund Flexi Cap Fund 3
21-04-2022,21.4531,UTI Mutual Fund Flexi Cap Fund 3
22-04-2022,21.4103,UTI Mutual Fund Flexi Cap Fund 3
25-04-2022,21.7763,UTI Mutual Fund Flexi Cap Fund 3
26-04-2022,21.3585,UTI Mutual Fund Flexi Cap Fund 3
27-04-2022,21.3286,UTI Mutual Fund Flexi Cap Fund 3
28-04-2022,21.2732,UTI Mutual Fund Flexi Cap Fund 3
29-04-2022,21.3352,UTI Mutual Fund Flexi Cap Fund 3
02-05-2022,21.8378,UTI Mutual Fund Flexi Cap Fund 3
03-05-2022,21.8082,UTI Mutual Fund Flexi Cap Fund 3
04-05-2022,22.0622,UTI Mutual Fund Flexi Cap Fund 3
05-05-2022,22.0243,UTI Mutual Fund Flexi Cap Fund 3
06-05-2022,22.3891,UTI Mutual Fund Flexi Cap Fund 3
09-05-2022,22.6531,UTI Mutual Fund Flexi Cap Fund 3
10-05-2022,22.5512,UTI Mutual Fund Flexi Cap Fund 3
11-05-2022,22.4254,UTI Mutual Fund Flexi Cap Fund 3
12-05-2022,22.6004,UTI Mutual Fund Flexi Cap Fund 3
13-05-2022,22.3895,UTI Mutual Fund Flexi Cap Fund 3
16-05-2022,22.4647,UTI Mutual Fund Flexi Cap Fund 3
17-05-2022,22.3561,UTI Mutual Fund Flexi Cap Fund 3
18-05-2022,22.4907,UTI Mutual Fund Flexi Cap Fund 3
19-05-2022,22.4476,UTI Mutual Fund Flexi Cap Fund 3
20-05-2022,22.2256,UTI Mutual Fund Flexi Cap Fund 3
23-05-2022,22.6052,UTI Mutual Fund Flexi Cap Fund 3
24-05-2022,22.6978,UTI Mutual Fund Flexi Cap Fund 3
25-05-2022,22.6909,UTI Mutual Fund Flexi Cap Fund 3
26-05-2022,22.8452,UTI Mutual Fund Flexi Cap Fund 3
27-05-2022,22.2839,UTI Mutual Fund Flexi Cap Fund 3
30-05-2022,22.9937,UTI Mutual Fund Flexi Cap Fund 3
31-05-2022,23.0137,UTI Mutual Fund Flexi Cap Fund 3
01-06-2022,22.3475,UTI Mutual Fund Flexi Cap Fund 3
02-06-2022,22.76,UTI Mutual Fund Flexi Cap Fund 3
03-06-2022,22.5149,UTI Mutual Fund Flexi Cap Fund 3
06-06-2022,22.8786,UTI Mutual Fund Flexi Cap Fund 3
07-06-2022,22.9318,UTI Mutual Fund Flexi Cap Fund 3
08-06-2022,22.403,UTI Mutual Fund Flexi Cap Fund 3
09-06-2022,22.502,UTI Mutual Fund Flexi Cap Fund 3
10-06-2022,22.5766,UTI Mutual Fund Flexi Cap Fund 3
13-06-2022,22.978,UTI Mutual Fund Flexi Cap Fund 3
14-06-2022,23.1694,UTI Mutual Fund Flexi Cap Fund 3
15-06-2022,22.7503,UTI Mutual Fund Flexi Cap Fund 3
16-06-2022,23.1037,UTI Mutual Fund Flexi Cap Fund 3
17-06-2022,22.9717,UTI Mutual Fund Flexi Cap Fund 3
20-06-2022,23.576,UTI Mutual Fund Flexi Cap Fund 3
21-06-2022,23.4623,UTI Mutual Fund Flexi Cap Fund 3
22-06-2022,23.3997,UTI Mutual Fund Flexi Cap Fund 3
23-06-2022,23.1229,UTI Mutual Fund Flexi Cap Fund 3
24-06-2022,22.9615,UTI Mutual Fund Flexi Cap Fund 3
27-06-2022,22.7102,UTI Mutual Fund Flexi Cap Fund 3
28-06-2022,23.1223,UTI Mutual Fund Flexi Cap Fund 3
29-06-2022,22.6721,UTI Mutual Fund Flexi Cap Fund 3
30-06-2022,22.957,UTI Mutual Fund Flexi Cap Fund 3
01-07-2022,23.2539,UTI Mutual Fund Flexi Cap Fund 3
04-07-2022,23.746,UTI Mutual Fund Flexi Cap Fund 3
05-07-2022,23.7735,UTI Mutual Fund Flexi Cap Fund 3
06-07-2022,23.4192,UTI Mutual Fund Flexi Cap Fund 3
07-07-2022,23.3706,UTI Mutual Fund Flexi Cap Fund 3
08-07-2022,23.5908,UTI Mutual Fund Flexi Cap Fund 3
11-07-2022,23.6325,UTI Mutual Fund Flexi Cap Fund 3
12-07-2022,23.7744,UTI Mutual Fund Flexi Cap Fund 3
13-07-2022,24.2731,UTI Mutual Fund Flexi Cap Fund 3
14-07-2022,24.4972,UTI Mutual Fund Flexi Cap Fund 3
15-07-2022,24.5823,UTI Mutual Fund Flexi Cap Fund 3
18-07-2022,23.9146,UTI Mutual Fund Flexi Cap Fund 3
19-07-2022,23.6453,UTI Mutual Fund Flexi Cap Fund 3
20-07-2022,23.5136,UTI Mutual Fund Flexi Cap Fund 3
21-07-2022,22.828,UTI Mutual Fund Flexi Cap Fund 3
22-07-2022,22.4596,UTI Mutual Fund Flexi Cap Fund 3
25-07-2022,22.3804,UTI Mutual Fund Flexi Cap Fund 3
26-07-2022,22.3561,UTI Mutual Fund Flexi Cap Fund 3
27-07-2022,22.5369,UTI Mutual Fund Flexi Cap Fund 3
28-07-2022,22.4788,UTI Mutual Fund Flexi Cap Fund 3
29-07-2022,22.5736,UTI Mutual Fund Flexi Cap Fund 3
01-08-2022,22.4435,UTI Mutual Fund Flexi Cap Fund 3
02-08-2022,22.4688,UTI Mutual Fund Flexi Cap Fund 3
03-08-2022,22.6321,UTI Mutual Fund Flexi Cap Fund 3
04-08-2022,23.1433,UTI Mutual Fund Flexi Cap Fund 3
05-08-2022,22.9762,UTI Mutual Fund Flexi Cap Fund 3
08-08-2022,23.0374,UTI Mutual Fund Flexi Cap Fund 3
09-08-2022,23.3493,UTI Mutual Fund Flexi Cap Fund 3
10-08-2022,22.8567,UTI Mutual Fund Flexi Cap Fund 3
11-08-2022,23.5531,UTI Mutual Fund Flexi Cap Fund 3
12-08-2022,23.9814,UTI Mutual Fund Flexi Cap Fund 3
15-08-2022,23.3778,UTI Mutual Fund Flexi Cap Fund 3
16-08-2022,23.5197,UTI Mutual Fund Flexi Cap Fund 3
17-08-2022,23.3323,UTI Mutual Fund Flexi Cap Fund 3
18-08-2022,23.2049,UTI Mutual Fund Flexi Cap Fund 3
19-08-2022,23.3385,UTI Mutual Fund Flexi Cap Fund 3
22-08-2022,23.7179,UTI Mutual Fund Flexi Cap Fund 3
23-08-2022,23.564,UTI Mutual Fund Flexi Cap Fund 3
24-08-2022,23.4159,UTI Mutual Fund Flexi Cap Fund 3
25-08-2022,23.5583,UTI Mutual Fund Flexi Cap Fund 3
26-08-2022,23.7722,UTI Mutual Fund Flexi Cap Fund 3
29-08-2022,23.425,UTI Mutual Fund Flexi Cap Fund 3
30-08-2022,24.0423,UTI Mutual Fund Flexi Cap Fund 3
31-08-2022,23.8223,UTI Mutual Fund Flexi Cap Fund 3
01-09-2022,24.179,UTI Mutual Fund Flexi Cap Fund 3
02-09-2022,24.3549,UTI Mutual Fund Flexi Cap Fund 3
05-09-2022,24.5886,UTI Mutual Fund Flexi Cap Fund 3
06-09-2022,24.3707,UTI Mutual Fund Flexi Cap Fund 3
07-09-2022,23.7527,UTI Mutual Fund Flexi Cap Fund 3
08-09-2022,23.757,UTI Mutual Fund Flexi Cap Fund 3
09-09-2022,23.7627,UTI Mutual Fund Flexi Cap Fund 3
12-09-2022,23.4331,UTI Mutual Fund Flexi Cap Fund 3
13-09-2022,23.7675,UTI Mutual Fund Flexi Cap Fund 3
14-09-2022,23.761,UTI Mutual Fund Flexi Cap Fund 3
15-09-2022,23.4845,UTI Mutual Fund Flexi Cap Fund 3
16-09-2022,23.7024,UTI Mutual Fund Flexi Cap Fund 3
19-09-2022,23.9317,UTI Mutual Fund Flexi Cap Fund 3
20-09-2022,23.6865,UTI Mutual Fund Flexi Cap Fund 3
21-09-2022,24.1365,UTI Mutual Fund Flexi Cap Fund 3
22-09-2022,24.9608,UTI Mutual Fund Flexi Cap Fund 3
23-09-2022,24.5651,UTI Mutual Fund Flexi Cap Fund 3
26-09-2022,24.5097,UTI Mutual Fund Flexi Cap Fund 3
27-09-2022,24.6459,UTI Mutual Fund Flexi Cap Fund 3
28-09-2022,25.5012,UTI Mutual Fund Flexi Cap Fund 3
29-09-2022,25.2333,UTI Mutual Fund Flexi Cap Fund 3
30-09-2022,24.8902,UTI Mutual Fund Flexi Cap Fund 3
03-10-2022,24.5493,UTI Mutual Fund Flexi Cap Fund 3
04-10-2022,25.0114,UTI Mutual Fund Flexi Cap Fund 3
05-10-2022,24.7583,UTI Mutual Fund Flexi Cap Fund 3
06-10-2022,24.455,UTI Mutual Fund Flexi Cap Fund 3
07-10-2022,24.552,UTI Mutual Fund Flexi Cap Fund 3
10-10-2022,24.6777,UTI Mutual Fund Flexi Cap Fund 3
11-10-2022,25.0865,UTI Mutual Fund Flexi Cap Fund 3
12-10-2022,25.1337,UTI Mutual Fund Flexi Cap Fund 3
13-10-2022,25.2401,UTI Mutual Fund Flexi Cap Fund 3
14-10-2022,25.2129,UTI Mutual Fund Flexi Cap Fund 3
17-10-2022,24.7322,UTI Mutual Fund Flexi Cap Fund 3
18-10-2022,24.6705,UTI Mutual Fund Flexi Cap Fund 3
19-10-2022,24.7061,UTI Mutual Fund Flexi Cap Fund 3
20-10-2022,24.554,UTI Mutual Fund Flexi Cap Fund 3
21-10-2022,23.99,UTI Mutual Fund Flexi Cap Fund 3
24-10-2022,23.5936,UTI Mutual Fund Flexi Cap Fund 3
25-10-2022,23.5915,UTI Mutual Fund Flexi Cap Fund 3
26-10-2022,23.9333,UTI Mutual Fund Flexi Cap Fund 3
27-10-2022,24.5492,UTI Mutual Fund Flexi Cap Fund 3
