transaction_id,investor_id,amfi_code,fund_name,transaction_type,amount,transaction_date,kyc_status
248,41765,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,35625,2025-08-25,Pending
249,32859,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,7326,2026-02-25,Pending
250,22100,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,40114,2025-03-22,Pending
251,57575,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,99747,2025-05-02,Pending
252,16804,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,17261,2025-10-19,Verified
253,36291,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,39370,2025-10-04,Pending
254,81121,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,68612,2026-03-24,Verified
255,11327,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,69091,2025-11-15,Pending
256,75036,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,61007,2026-03-09,Verified
257,67029,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,67566,2025-10-15,Pending
258,75398,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,83119,2025-07-18,Pending
259,42100,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,61559,2026-02-18,Pending
260,31423,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,62307,2025-06-26,Pending
261,28069,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,67814,2025-10-29,Verified
262,34738,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,37741,2025-01-30,Verified
263,88186,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,40385,2026-04-10,Pending
264,50071,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,19652,2025-12-02,Pending
265,14015,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,92344,2025-04-09,Pending
266,19997,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,5659,2025-06-17,Verified
267,57604,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,75682,2025-11-29,Pending
268,79696,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,63770,2025-07-02,Pending
269,42972,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,99535,2026-05-08,Verified
270,17473,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,91274,2025-11-17,Pending
271,16104,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,88986,2025-05-17,Pending
272,85671,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,31460,2025-05-29,Verified
273,23011,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,66618,2025-02-14,Pending
274,77466,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,19663,2025-07-30,Verified
275,64275,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,88395,2025-05-27,Verified
276,48646,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,11503,2025-02-28,Verified
277,28868,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,76705,2025-02-28,Pending
278,70066,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,14979,2026-04-04,Verified
279,85405,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,11693,2025-06-22,Pending
280,55928,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,48532,2025-11-17,Verified
281,47167,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,50156,2026-03-02,Verified
282,45248,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,39644,2025-01-07,Pending
283,40519,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,62050,2025-05-28,Pending
284,29811,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,77474,2026-02-21,Pending
285,88871,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,50543,2025-02-22,Verified
286,11834,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,35903,2025-01-21,Pending
287,91398,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,74124,2026-03-11,Verified
288,45813,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,94183,2026-03-30,Pending
289,92233,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,64206,2026-04-15,Pending
290,32416,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,37055,2025-02-15,Verified
291,95879,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,93157,2025-07-07,Pending
292,71548,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,76538,2026-05-06,Pending
293,79583,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,64164,2025-08-22,Verified
294,21224,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,96103,2025-10-09,Pending
295,78084,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,52488,2025-08-13,Verified
296,82609,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,18210,2026-04-06,Pending
297,38771,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,57301,2026-04-19,Pending
298,84943,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,53288,2026-02-07,Pending
299,83490,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,40457,2025-11-18,Pending
300,67017,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,72963,2025-06-05,Verified
301,28170,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,22496,2025-03-20,Verified
302,60591,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,65654,2025-02-20,Verified
303,68669,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,84496,2025-05-12,Pending
304,33412,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,53757,2026-03-01,Pending
305,44033,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,39074,2025-04-10,Pending
306,12075,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,23169,2025-09-14,Pending
307,35668,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,51505,2026-04-26,Pending
308,45497,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,86888,2026-03-08,Pending
309,26326,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,88611,2025-04-27,Verified
310,30923,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,70923,2026-05-09,Verified
311,33654,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,89704,2025-04-25,Verified
312,91012,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,14208,2026-05-06,Pending
313,21665,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,5529,2026-04-10,Verified
314,44191,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,3905,2026-03-04,Verified
315,78646,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,78375,2026-01-23,Verified
316,93703,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,80252,2026-01-21,Pending
317,88570,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,4803,2025-02-12,Verified
318,40925,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,33014,2025-12-19,Pending
319,74875,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,5940,2025-12-11,Verified
320,15693,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,58757,2025-03-10,Pending
321,47937,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,8969,2025-03-27,Pending
322,97235,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,60921,2025-12-08,Verified
323,58883,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,35846,2025-03-19,Verified
324,61349,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,34701,2025-04-03,Pending
325,19096,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,7671,2026-03-31,Verified
326,89631,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,92604,2025-02-07,Verified
327,33510,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,38375,2025-06-24,Pending
328,36688,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,78730,2025-10-08,Verified
329,83160,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,3661,2025-07-23,Pending
330,83764,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,24347,2025-03-20,Pending
331,15586,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,56486,2025-04-15,Verified
332,16964,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,50587,2025-04-24,Verified
333,25149,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,10579,2026-05-15,Verified
334,24702,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,20071,2025-06-17,Pending
335,34527,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,86007,2025-03-09,Pending
336,28240,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,99732,2025-05-04,Pending
337,25844,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,6004,2025-09-15,Pending
338,99985,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,17863,2026-02-02,Pending
339,59372,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,52499,2025-08-22,Verified
340,64003,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,89639,2026-01-15,Verified
341,52848,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,87203,2025-03-02,Verified
342,80679,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,52199,2025-04-10,Pending
343,43847,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,59119,2025-12-31,Pending
344,95083,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,89251,2025-08-02,Pending
345,95190,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,14153,2025-12-26,Pending
346,53870,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,76140,2025-02-25,Verified
347,51777,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,82534,2025-03-12,Pending
348,63577,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,30990,2026-02-16,Verified
349,94314,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,84787,2025-02-15,Verified
350,24717,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,55391,2026-02-11,Pending
351,22865,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,82190,2026-01-08,Pending
352,47305,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,53063,2025-01-04,Verified
353,90114,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,5254,2026-03-27,Pending
354,32778,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,48635,2025-07-05,Verified
355,79917,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,12383,2025-08-14,Pending
356,84536,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,95171,2026-04-25,Pending
357,45860,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,88876,2025-05-20,Pending
358,71572,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,47465,2025-08-24,Pending
359,47667,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,55363,2025-01-09,Verified
360,64180,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,15911,2026-03-29,Pending
361,99783,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,75987,2025-11-19,Verified
362,11592,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,61437,2026-02-09,Pending
363,89359,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,82298,2025-05-30,Verified
364,33646,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,82269,2025-02-18,Verified
365,32776,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,85418,2025-08-22,Pending
366,53715,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,59949,2025-04-30,Verified
367,89642,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,26903,2026-03-07,Pending
368,67362,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,46168,2025-12-05,Verified
369,48498,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,77489,2025-02-17,Verified
370,18634,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,82411,2025-01-22,Pending
371,63365,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,28278,2025-06-26,Verified
372,17983,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,70134,2026-02-28,Pending
373,27684,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,95910,2026-02-11,Pending
374,82756,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,9051,2025-07-06,Verified
375,30168,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,29041,2025-06-05,Pending
376,30236,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,43609,2025-07-16,Pending
377,89747,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,84788,2025-04-14,Pending
378,75037,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,78811,2025-12-06,Verified
379,81298,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,18004,2025-08-13,Verified
380,11500,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,95813,2025-12-23,Pending
381,92685,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,35010,2026-01-07,Verified
382,48502,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,98142,2025-10-05,Verified
383,53348,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,55404,2026-05-13,Pending
384,53202,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,28082,2025-07-30,Verified
385,39746,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,7034,2025-11-17,Pending
386,89073,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,17176,2025-08-26,Verified
387,65694,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,74058,2026-03-06,Verified
388,91080,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,44112,2025-05-09,Verified
389,81276,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,43102,2025-07-19,Verified
390,11497,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,4340,2026-03-21,Verified
391,24123,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,13738,2025-07-28,Pending
392,34135,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,79902,2026-04-08,Pending
393,88591,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,54404,2025-10-14,Verified
394,40878,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,79469,2025-03-23,Pending
395,89485,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,33029,2026-04-17,Verified
396,20314,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,65306,2025-12-17,Verified
397,29517,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,95231,2026-01-25,Pending
398,75508,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,48754,2025-07-20,Verified
399,23429,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,81950,2025-10-19,Pending
400,30896,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,32726,2026-05-15,Verified
401,83956,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,3713,2025-09-29,Verified
402,96870,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,25196,2025-06-07,Pending
403,47952,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,90423,2026-01-31,Verified
404,92843,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,88340,2025-09-07,Pending
405,84230,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,16819,2025-07-16,Pending
406,61965,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,24864,2025-06-24,Pending
407,79009,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,15378,2025-06-01,Verified
408,97985,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,41022,2026-04-15,Pending
409,35020,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,2520,2025-07-18,Verified
410,97099,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,5660,2025-12-14,Pending
411,31361,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,45294,2025-03-19,Verified
412,81281,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,79370,2025-01-19,Verified
413,29726,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,34299,2025-07-01,Verified
414,64110,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,89514,2025-05-18,Verified
415,98028,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,4466,2025-02-06,Verified
416,96630,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,7441,2025-05-15,Verified
417,43835,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,15539,2025-01-27,Pending
418,21772,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,71466,2026-01-12,Pending
419,72760,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,95906,2025-05-17,Verified
420,71101,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,26958,2026-03-23,Verified
421,79004,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,62515,2025-04-04,Pending
422,58435,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,96115,2025-03-08,Verified
423,25274,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,64387,2025-06-18,Verified
424,63601,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,12357,2025-04-28,Pending
425,53394,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,45286,2025-12-20,Pending
426,24099,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,83664,2026-01-01,Pending
427,22351,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,17021,2025-07-08,Verified
428,75975,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,45773,2025-10-31,Verified
429,96226,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,61302,2025-11-02,Verified
430,63453,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,25883,2025-02-17,Verified
431,47488,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,2255,2025-12-24,Pending
432,53763,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,56469,2025-06-03,Verified
433,51941,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,48180,2025-07-28,Verified
434,13969,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,95435,2026-03-08,Pending
435,88785,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,48819,2025-02-05,Pending
436,24412,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,15978,2025-11-14,Verified
437,14990,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,84330,2025-07-01,Pending
438,89703,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,23387,2025-12-12,Pending
439,27196,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,97785,2025-02-28,Pending
440,98151,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,42445,2025-07-13,Verified
441,21799,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,88739,2025-07-05,Pending
442,63752,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,46321,2025-10-12,Pending
443,80566,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,81672,2025-01-30,Pending
444,43187,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,83808,2026-04-25,Pending
445,56540,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,97793,2025-04-01,Verified
446,22416,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,41062,2025-10-16,Verified
447,67295,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,49966,2025-08-25,Verified
448,22131,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,62943,2025-09-20,Verified
449,21344,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,49390,2025-07-24,Verified
450,26588,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,45552,2026-01-23,Pending
451,27815,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,79728,2025-12-26,Pending
452,36104,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,27248,2025-02-25,Verified
453,26894,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,24411,2025-01-07,Verified
454,62840,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,40051,2026-04-24,Pending
455,53393,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,40547,2025-12-11,Verified
456,18209,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,78110,2026-01-06,Verified
457,10430,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,96122,2025-08-23,Pending
458,80533,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,27472,2025-08-29,Pending
459,36177,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,9100,2026-04-20,Verified
460,90968,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,71627,2025-07-21,Pending
461,45742,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,79178,2025-03-20,Pending
462,79955,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,35446,2026-04-19,Pending
463,90623,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,98054,2025-04-08,Pending
464,84205,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,44151,2025-05-19,Verified
465,53383,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,75637,2025-01-21,Pending
466,31817,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,18204,2025-03-01,Verified
467,97462,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,81484,2026-02-09,Pending
468,60631,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,25850,2026-04-24,Pending
469,42063,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,24184,2025-08-31,Pending
470,99626,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,88162,2025-09-13,Verified
471,73203,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,44247,2025-06-27,Pending
472,19327,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,51582,2026-01-18,Pending
473,99814,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,93290,2026-02-19,Pending
474,25268,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,29237,2026-03-04,Pending
475,59122,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,41480,2025-03-31,Verified
476,66571,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,81416,2025-06-30,Verified
477,20022,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,15363,2025-06-19,Pending
478,54645,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,7765,2025-08-18,Pending
479,57235,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,29597,2026-02-24,Pending
480,36781,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,11467,2025-01-08,Pending
481,51362,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,10582,2026-03-16,Verified
482,92684,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,45119,2025-06-07,Pending
483,87939,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,25911,2025-05-09,Pending
484,10818,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,71747,2025-01-10,Pending
485,52923,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,73337,2026-03-25,Verified
486,65334,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,55360,2025-01-03,Pending
487,45743,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,91960,2025-03-21,Pending
488,79953,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,8581,2026-05-04,Verified
489,79823,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,77048,2026-05-04,Verified
490,87000,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,8766,2026-02-25,Pending
491,81170,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,10889,2025-11-22,Verified
492,39536,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,76434,2025-04-12,Pending
493,14285,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,85655,2025-03-08,Pending
494,93838,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,17423,2025-09-08,Verified
495,67287,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,47764,2025-02-19,Pending
